"discovery_id","title","publication_dates","doi","arxiv_id","source_ids","screening_stage","final_analytical_layer","decision_reason","source_location","canonical_search_record_id","existing_canonical_study_id","counting_status","second_coder_required","second_coder_status","second_coder_eligibility","decision_provenance"
"FMS1559","VADER: A Human-Evaluated Benchmark for Vulnerability Assessment, Detection, Explanation, and Remediation","2025-05-26","","2505.19395","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS1559","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1560","Validating Threat Modeling Results with the Help of Vulnerable Test Applications","2026-05-22","","2605.23695","arxiv","title_abstract","background_reference","The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.","title, abstract, and exported source metadata","FMS1560","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1561","VCAO: Verifier-Centered Agentic Orchestration for Strategic OS Vulnerability Discovery","2026-04-09","","","openalex","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 6, 1; https://arxiv.org/pdf/2604.08291","FMS1561","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS1562","VCapsBench: A Large-scale Fine-grained Benchmark for Video Caption Quality Evaluation","2025-05-29","","2505.23484","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1562","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1563","vEcho: A Paradigm Shift from Vulnerability Verification to Proactive Discovery with Large Language Models","2026-03-01","","2603.01154","arxiv; openalex","title_abstract","existing_study_or_version","Matched existing study CP247 by exact arXiv ID .","title, abstract, and exported source metadata","FMS1563","CP247","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS1564","Vendor-Aware Industrial Agents: RAG-Enhanced LLMs for Secure On-Premise PLC Code Generation","2025-11-12","","2511.09122","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1564","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1565","Verfeinerung der Code-Abdeckung zur besseren Darstellung der Fuzzing-Leistung","2025-12-19","","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1565","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1566","Verifiable Manifest Signing and Transparency Enforcement for Secure MCP-Based LLM Pipelines","2026-01-30","","2601.23132","arxiv","title_abstract","background_reference","The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS1566","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1567","VeriLoRA: Fine-Tuning Large Language Models with Verifiable Security via Zero-Knowledge Proofs","2025-08-29","","2508.21393","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1567","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1568","VeriMinder: Mitigating Analytical Vulnerabilities in NL2SQL","2025-07-23","","2507.17896","arxiv","title_abstract","background_reference","The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS1568","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1569","Veritas: A Semantically Grounded Agentic Framework for Memory Corruption Vulnerability Detection in Binaries","2026-05-14","","","openalex","title_abstract","existing_study_or_version","Matched existing study CP224 by exact normalized title .","title, abstract, and exported source metadata","FMS1569","CP224","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS1570","Veritas: Grounding LLM Agents for Reliable Vulnerability Reasoning over Stripped Binaries","2026-05-14","","2605.15097","arxiv","title_abstract","existing_study_or_version","Matched existing study CP224 by exact arXiv ID .","title, abstract, and exported source metadata","FMS1570","CP224","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS1571","VEXAIoT: Autonomous IoT Vulnerability EXploitation using AI Agents","2026-07-10","","2607.09653","arxiv","full_text","study_level","VEXAIoT agents plan and execute offensive tools, observe command results, validate success or failure, and adapt retries and subsequent attacks in controlled testbeds.","public full text pp. 1, 3; https://arxiv.org/pdf/2607.09653","FMS1571","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS1572","Vibe Coding vs. Agentic Coding: Fundamentals and Practical Implications of Agentic AI","2025-05-26","","2505.19443","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1572","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1573","VIPER-MCP: Detecting and Exploiting Taint-Style Vulnerabilities in Model Context Protocol Servers","2026-05-20","","2605.21392","arxiv","full_text","study_level","VIPER-MCP feeds static call chains and execution fitness into an evolutionary prompt-fuzzing loop that produces sandboxed end-to-end exploit traces.","public full text pp. 1, 2; https://arxiv.org/pdf/2605.21392","FMS1573","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS1574","Virtual Penetration Testing (VPT): A Next-Gen Approach To Web Application Security","2025-03-27","10.62233/ijrrr25","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1574","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1575","VisualFLIP: Do Predictions Depend on Task-Critical Visual Evidence in Multimodal Reasoning?","2026-06-05","","2606.07872","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS1575","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1576","VoyagerVision: Investigating the Role of Multi-modal Information for Open-ended Learning Systems","2025-06-29","","2507.00079","arxiv","title_abstract","excluded_near_neighbor","The title and abstract do not establish an in-scope target-software vulnerability-mining workflow or a defined synthesis use.","title, abstract, and exported source metadata","FMS1576","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1577","Vul-R2: A Reasoning LLM for Automated Vulnerability Repair","2025-10-07","","2510.05480","arxiv","full_text","extended_synthesis","The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.","public full text pp. 1; https://arxiv.org/pdf/2510.05480","FMS1577","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS1578","VulAgent: Hypothesis-Validation based Multi-Agent Vulnerability Detection","2025-09-15","","2509.11523","arxiv","title_abstract","existing_study_or_version","Matched existing study CP075 by exact arXiv ID .","title, abstract, and exported source metadata","FMS1578","CP075","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
