record_id,title,canonical_study_id,canonical_record_id,version_type,source_version,same_study_as,dedup_basis,analytical_layer,counting_status,retained_reason,notes
FMS1607,Well Begun is Half Done: Location-Aware and Trace-Guided Iterative Automated Vulnerability Repair,CS_FMS1607,FMS1607,conference_version,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS1608,"What Breaks Embodied AI Security:LLM Vulnerabilities, CPS Flaws,or Something Else?",CS_FMS1608,FMS1608,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS1609,What Do They Fix? LLM-Aided Categorization of Security Patches for Critical Memory Bugs,CS_FMS1609,FMS1609,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1610,What If Prompt Injection Never Left? Rethinking Agent Security through Cross-Session Stored Prompt Injection,CS_FMS1610,FMS1610,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS1611,What is the AGI in Offensive Security ?,CS_FMS1611,FMS1611,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1613,What You Code Is What We Prove: Translating BLE App Logic into Formal Models with LLMs for Vulnerability Detection,CS_FMS1613,FMS1613,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,The LLM translates program logic into a formal model that is checked by a verifier; full text is needed to confirm whether verification affects later action.,Integrated multi-source search through 2026-07-30.
FMS1614,When ChatGPT Meets Smart Contract Vulnerability Detection: How Far Are We?,CS_FMS1614,FMS1614,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1615,When Code Crosses Borders: A Security-Centric Study of LLM-based Code Translation,CS_FMS1615,FMS1615,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract provide adjacent target-software context, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1616,When Developer Aid Becomes Security Debt: A Systematic Analysis of Insecure Behaviors in LLM Coding Agents,CS_FMS1616,FMS1616,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1617,When FinTech Meets Privacy: Securing Financial LLMs with Differential Private Fine-Tuning,CS_FMS1617,FMS1617,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1618,When Fuzzing Meets Understanding: LLM-Driven Semantic Test Generation for RTL Verification,CS_FMS1618,FMS1618,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS1619,When Grammar Guides the Attack: Uncovering Control-Plane Vulnerabilities in LLMs with Structured Output,CS_FMS1619,FMS1619,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS1620,When Labels Are Scarce: A Systematic Mapping of Label-Efficient Code Vulnerability Detection,CS_FMS1620,FMS1620,other,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1621,When LLMs Invent Rust Crates: An Empirical Study of Hallucination Patterns and Mitigation,CS_FMS1621,FMS1621,other,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1622,When LLMs meet cybersecurity: a systematic literature review,CS_FMS1622,FMS1622,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1623,When Personalization Legitimizes Risks: Uncovering Safety Vulnerabilities in Personalized Dialogue Agents,CS_FMS1623,FMS1623,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software or non-target-software use of vulnerability.,Integrated multi-source search through 2026-07-30.
FMS1624,When RAG Chatbots Expose Their Backend: An Anonymized Case Study of Privacy and Security Risks in Patient-Facing Medical AI,CS_FMS1624,FMS1624,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS1625,When Reject Turns into Accept: Quantifying the Vulnerability of LLM-Based Scientific Reviewers to Indirect Prompt Injection,CS_FMS1625,FMS1625,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS1626,When Safety Geometry Collapses: Fine-Tuning Vulnerabilities in Agentic Guard Models,CS_FMS1626,FMS1626,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS1628,Whose fault is it anyway? SILC: Safe Integration of LLM-Generated Code,CS_FMS1628,FMS1628,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1629,Why Are Web AI Agents More Vulnerable Than Standalone LLMs? A Security Analysis,CS_FMS1629,FMS1629,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The visible contribution is a benchmark, model evaluation, or adjacent security study outside study-level workflow coding.",Integrated multi-source search through 2026-07-30.
FMS1630,Why LLMs Fail: A Failure Analysis and Partial Success Measurement for Automated Security Patch Generation,CS_FMS1630,FMS1630,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,The study analyzes failures of LLM-based vulnerability patching and contributes adjacent repair-evaluation evidence rather than a new Agentic target-software workflow.,Integrated multi-source search through 2026-07-30.
FMS1631,Why Trust Your Agent? Empirical Security Gains from TRiSM-Guided Agentic Workflows in Healthcare,CS_FMS1631,FMS1631,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS1632,With Power comes Responsibility: Attack Synthesis for Industrial Control Systems using Large Language Models,CS_FMS1632,FMS1632,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1633,Words Speak Louder Than Code: Investigating Cognitive Heuristics in LLM-Based Code Vulnerability Detection,CS_FMS1633,FMS1633,other,openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS1634,XekRung Technical Report,CS_FMS1634,FMS1634,other,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS1635,xOffense: An Autonomous Multi-Agent Framework for Penetration Testing with Domain-Adapted Large Language Models,CS_FMS1635,FMS1635,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",Integrated multi-source search through 2026-07-30.
FMS1636,Your Agent is More Brittle Than You Think: Uncovering Indirect Injection Vulnerabilities in Agentic LLMs,CS_FMS1636,FMS1636,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS1637,Your Fix Is My Exploit: Enabling Comprehensive DL Library API Fuzzing with Large Language Models,CS_FMS1637,FMS1637,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,"DFUZZ extracts transferable edge cases with an LLM and applies them in deep-learning API fuzzing, while runtime feedback remains outside LLM control.",Integrated multi-source search through 2026-07-30.
